pitcher,team,pitch_type,rawmean,n,stuff_mean
"Abbott, Andrew",CIN,CH,0.002572014188700774,295,102.5
"Abbott, Andrew",CIN,CU,0.0029013854722194435,227,101.1
"Abbott, Andrew",CIN,FC,-0.0018543112091720104,20,99.6
"Abbott, Andrew",CIN,FF,-0.00414758765272366,767,93.2
"Abbott, Andrew",CIN,ST,0.004777805742015153,333,96.5
"Abel, Mick",MIN,CH,0.002018044880103497,63,100.9
"Abel, Mick",MIN,CU,0.002628110462821843,42,100.3
"Abel, Mick",MIN,FF,0.004794867417818281,155,108.3
"Abel, Mick",MIN,SI,-0.00515177624183707,10,99.2
"Abel, Mick",MIN,SL,0.00684948807179353,48,102.4
"Abel, Mick",MIN,ST,0.010737498247251027,39,102.8
"Abner, Philip",ARI,CH,0.005140415579080582,5,100.4
"Abner, Philip",ARI,CU,0.0002989453048660205,26,99.0
"Abner, Philip",ARI,FF,-0.0043391586157182855,75,96.5
"Abner, Philip",ARI,SL,0.008185989619232715,10,101.0
"Abreu, Bryan",HOU,CH,-0.0014279716415330768,1,100.0
"Abreu, Bryan",HOU,FC,-0.007300533206533498,31,96.0
"Abreu, Bryan",HOU,FF,-0.003276429309238772,255,96.0
"Abreu, Bryan",HOU,SI,-0.00039185804780572653,1,100.0
"Abreu, Bryan",HOU,SL,0.005878066282596164,257,103.4
"Acton, Garrett",MIN,FF,0.00023576565685548952,63,101.1
"Acton, Garrett",MIN,SL,-0.002823917308258108,52,93.9
"Adam, Jason",SDP,CH,0.0022406209232416338,177,101.7
"Adam, Jason",SDP,FF,-0.005657610915815804,121,93.8
"Adam, Jason",SDP,SL,0.0034030910325964212,200,98.9
"Adam, Jason",SDP,ST,0.00356679804022669,38,97.9
"Adams, Travis",MIN,CH,0.00028175104094211396,104,99.6
"Adams, Travis",MIN,FC,-6.46156956671726e-05,83,100.9
"Adams, Travis",MIN,FF,-0.004476203114816165,109,95.6
"Adams, Travis",MIN,SI,-0.0018870815677617333,19,99.8
"Adams, Travis",MIN,SL,0.004361837624880561,74,100.3
"Agnos, Zach",COL,FC,-0.0026370364674716804,213,96.8
"Agnos, Zach",COL,FF,-0.003703506171736814,233,95.4
"Agnos, Zach",COL,FS,0.0008273011255823803,96,99.3
"Agnos, Zach",COL,SI,-0.001044059750368107,106,100.4
"Agnos, Zach",COL,SL,-0.0003489036325121142,113,93.9
"Agnos, Zach",COL,ST,0.0036245046237318897,147,95.6
"Ahlstrom, Robby",TEX,CU,-0.003923707751228529,17,97.7
"Ahlstrom, Robby",TEX,FF,-0.00656388320449668,65,94.7
"Ahlstrom, Robby",TEX,FS,0.002109901299700141,25,100.2
"Ahlstrom, Robby",TEX,SI,-0.0029708111760555767,32,99.0
"Ahlstrom, Robby",TEX,SL,0.003919139148053421,51,99.9
"Akin, Keegan",BAL,CH,-0.0007716308616898105,113,98.6
"Akin, Keegan",BAL,FF,-0.00201764935227402,220,98.2
"Akin, Keegan",BAL,SL,0.004584981851406734,110,100.7
"Alcantara, Sandy",MIA,CH,0.0048777431722946555,391,105.9
"Alcantara, Sandy",MIA,FC,0.004336147563564843,241,109.4
"Alcantara, Sandy",MIA,FF,-0.00010479803223660849,328,101.5
"Alcantara, Sandy",MIA,SI,0.0024555830047610218,439,107.7
"Alcantara, Sandy",MIA,SL,0.0031124890905289914,171,98.4
"Alcantara, Sandy",MIA,ST,0.0050836387045469136,179,97.6
"Aldegheri, Sam",LAA,CH,-0.0004416490509317605,163,98.7
"Aldegheri, Sam",LAA,CU,8.308544685762074e-05,37,98.5
"Aldegheri, Sam",LAA,FC,-0.0008303156400171036,52,100.0
"Aldegheri, Sam",LAA,FF,-0.008998535907169355,242,86.4
"Aldegheri, Sam",LAA,SL,0.001792652125004679,28,98.7
"Aleman, Franco",CLE,FF,-0.001904004164680373,40,99.3
"Aleman, Franco",CLE,SL,0.0028492578227693834,12,99.7
"Alexander, Jason",HOU,CH,-0.005707710768391345,105,94.1
"Alexander, Jason",HOU,FC,-0.0016208993175366362,35,99.5
"Alexander, Jason",HOU,FF,-0.006740506990367908,67,94.5
"Alexander, Jason",HOU,SI,-0.0006065834289377866,72,100.8
"Alexander, Jason",HOU,ST,0.009471182300905255,19,101.1
"Alexander, Tyler",TEX,CH,-0.00477368732576021,149,94.1
"Alexander, Tyler",TEX,FC,-0.0033059362897795565,137,96.3
"Alexander, Tyler",TEX,FF,-0.006076977684671643,63,95.3
"Alexander, Tyler",TEX,SI,-0.0012075744580353344,132,100.2
"Alexander, Tyler",TEX,ST,0.006367807625440259,98,99.7
"Allard, Kolby",CLE,CH,0.0003830730764258822,33,99.9
"Allard, Kolby",CLE,CU,-0.008012500111362897,24,94.9
"Allard, Kolby",CLE,FF,-0.003026655668024129,60,98.1
"Allard, Kolby",CLE,SI,-0.00683684906207418,20,97.8
"Allard, Kolby",CLE,SL,-0.0025954781660402658,40,95.0
"Allen, Logan",CLE,CH,-0.017591312682876985,3,99.0
"Allen, Logan",CLE,FC,0.001711634032073475,21,101.1
"Allen, Logan",CLE,FF,-0.009177387257417043,15,97.4
"Allen, Logan",CLE,SI,-0.005317934402877914,28,97.9
"Allen, Logan",CLE,ST,0.0013754860174230998,16,98.2
"Alvarado, Elvis",ATH,FF,0.006584889454358351,201,112.0
"Alvarado, Elvis",ATH,FS,0.0005828913999721408,12,99.8
"Alvarado, Elvis",ATH,SI,0.00446071295032437,76,106.2
"Alvarado, Elvis",ATH,SL,0.0006449787316868376,95,95.7
"Alvarado, José",PHI,FC,0.007575540217431937,219,114.9
"Alvarado, José",PHI,FF,-0.010688507330736943,7,98.5
"Alvarado, José",PHI,SI,0.0023193383987419485,396,107.3
"Alvarado, José",PHI,SL,-0.00016632251855399873,9,99.1
"Alvarez, Andrew",WSH,CH,-0.0005175157513638789,22,99.6
"Alvarez, Andrew",WSH,CU,0.00531446339717379,206,105.2
"Alvarez, Andrew",WSH,FF,-0.01177540238459013,209,82.5
"Alvarez, Andrew",WSH,SI,-0.008668483136948743,94,91.3
"Alvarez, Andrew",WSH,SL,0.0049739857546267354,187,101.6
"Anderson, Drew",DET,CH,0.0140055966461293,278,117.5
"Anderson, Drew",DET,CU,0.0004884731313647231,192,97.0
"Anderson, Drew",DET,FF,0.0009061746611471542,352,103.4
"Anderson, Drew",DET,SI,-0.0008555038207718594,11,100.1
"Anderson, Drew",DET,SL,0.008266334431447411,52,103.8
"Anderson, Grant",MIL,CH,-0.004513874816309128,14,98.8
"Anderson, Grant",MIL,FF,0.0041710060770358045,222,108.4
"Anderson, Grant",MIL,SI,-0.0019944055243654845,111,99.2
"Anderson, Grant",MIL,ST,0.00743293909899546,193,101.3
"Anderson, Jack",BOS,CU,-0.006122208316810429,11,97.9
"Anderson, Jack",BOS,FF,-0.005921786281437057,45,96.3
"Anderson, Jack",BOS,FS,0.008140231868310366,28,102.6
"Anderson, Jack",BOS,SL,0.009658411931013688,24,102.8
"Anderson, Jack",BOS,ST,0.010313499951735139,14,101.1
"Anderson, Shaun",LAA,FF,-0.004921754047196979,75,95.9
"Anderson, Shaun",LAA,FS,0.0020816138730654606,81,100.4
"Anderson, Shaun",LAA,SI,-0.02022054761881009,25,90.7
"Anderson, Shaun",LAA,SL,0.004882962279699986,69,100.9
"Anderson, Shaun",LAA,ST,0.004082264461912392,34,98.4
"Andrews, Tanner",TOR,FF,-0.006941262598047615,16,98.0
"Andrews, Tanner",TOR,FS,0.008893708620841304,18,102.0
"Andrews, Tanner",TOR,SL,0.004439995675865147,9,100.1
"Antone, Tejay",CIN,CU,0.0032536691543646155,50,100.8
"Antone, Tejay",CIN,FC,0.0006969394499901682,75,101.7
"Antone, Tejay",CIN,FF,6.490038686024491e-05,29,100.5
"Antone, Tejay",CIN,SI,-0.0034577737641220373,31,98.8
"Antone, Tejay",CIN,SL,0.0077405188931152225,4,100.4
"Antone, Tejay",CIN,ST,0.006693943525702313,194,100.1
"Armstrong, Shawn",CLE,FC,0.00041173868799391627,110,101.7
"Armstrong, Shawn",CLE,FF,-0.0009479855665344267,152,100.0
"Armstrong, Shawn",CLE,SI,-0.001241234477533972,71,100.1
"Armstrong, Shawn",CLE,ST,0.004057657007302623,125,96.5
"Arrighetti, Spencer",HOU,CH,-0.010914819125254225,90,90.1
"Arrighetti, Spencer",HOU,FC,-0.0008228692036093402,69,100.0
"Arrighetti, Spencer",HOU,FF,0.003789917239609775,362,108.8
"Arrighetti, Spencer",HOU,SI,-0.003143847290504772,116,97.7
"Arrighetti, Spencer",HOU,ST,0.010787651435784697,151,106.2
"Arrighetti, Spencer",HOU,SV,0.0035907111957700156,422,97.2
"Ashby, Aaron",MIL,CH,0.006472784973911158,88,104.8
"Ashby, Aaron",MIL,CU,0.009643792512859883,175,112.0
"Ashby, Aaron",MIL,FF,-0.006952876690775156,27,97.0
"Ashby, Aaron",MIL,SI,0.0029828796836814182,465,108.8
"Ashby, Aaron",MIL,SV,0.008597129226959033,131,107.2
"Ashcraft, Braxton",PIT,CU,0.007938641512308282,390,111.5
"Ashcraft, Braxton",PIT,FC,0.004134814001703253,353,110.0
"Ashcraft, Braxton",PIT,FF,-0.0012048402221756002,473,99.5
"Ashcraft, Braxton",PIT,FS,-0.0012723732592697672,73,97.8
"Ashcraft, Braxton",PIT,SI,0.0027840140835409823,220,107.0
"Ashcraft, Graham",CIN,FC,-0.0004917707973189079,231,100.6
"Ashcraft, Graham",CIN,SL,0.017759388921219966,219,124.5
"Assad, Javier",CHC,CH,0.0006764825400814676,57,100.0
"Assad, Javier",CHC,CU,0.002916244622473693,53,100.6
"Assad, Javier",CHC,FC,0.003070062902406789,110,105.3
"Assad, Javier",CHC,FF,-0.0027189254095305268,151,97.4
"Assad, Javier",CHC,SI,0.0008494857399283451,323,104.2
"Assad, Javier",CHC,SL,0.004803129841564913,54,100.7
"Assad, Javier",CHC,ST,9.297649534842508e-05,55,94.3
"Avila, Luinder",KCR,CH,0.004427745809354949,90,103.1
"Avila, Luinder",KCR,FF,-0.0007133030698393364,240,100.4
"Avila, Luinder",KCR,SI,-0.0024581089291648003,231,98.1
"Avila, Luinder",KCR,SL,0.011504861541049505,190,112.7
"Avila, Luinder",KCR,SV,0.006410381058643816,141,103.3
"Bachar, Lake",MIA,CU,0.007190814042022746,95,106.1
"Bachar, Lake",MIA,FF,0.003423326567040561,236,107.3
"Bachar, Lake",MIA,FS,-0.000694896441770798,81,98.2
"Bachar, Lake",MIA,SI,-0.008223439166959863,21,97.1
"Bachar, Lake",MIA,SL,0.0016523777799722116,172,96.0
"Bachar, Lake",MIA,ST,0.0055267673487833235,128,98.5
"Bachman, Sam",LAA,CH,-0.0024329325807974037,88,97.4
"Bachman, Sam",LAA,SI,-0.002711879183577063,195,97.8
"Bachman, Sam",LAA,SL,0.006462775560826132,321,104.8
"Backhus, Kyle",PHI,CH,-0.019680193734213546,23,93.2
"Backhus, Kyle",PHI,SI,-0.0036396184929771785,132,96.8
"Backhus, Kyle",PHI,ST,-0.003078326776187915,78,89.6
"Baker, Bryan",TBR,CH,0.020835581010760506,230,125.1
"Baker, Bryan",TBR,FF,0.001595971615688022,263,104.4
"Baker, Bryan",TBR,SL,0.014171867692114218,23,104.9
"Banda, Anthony",MIN,CH,-0.0025390430625217655,39,98.4
"Banda, Anthony",MIN,FF,-0.002501441793409394,171,97.6
"Banda, Anthony",MIN,SI,-0.001585716931296836,149,99.7
"Banda, Anthony",MIN,SL,0.00020810750701486774,248,92.8
"Banks, Tanner",PHI,CH,0.0033134376002556605,23,100.9
"Banks, Tanner",PHI,FF,-0.00603041408139002,106,93.8
"Banks, Tanner",PHI,SI,-0.001963027110160841,88,99.3
"Banks, Tanner",PHI,SL,-0.0012120120762298685,183,91.1
"Banks, Tanner",PHI,ST,0.0054065773132233284,117,98.4
"Barco, Hunter",PIT,CH,-0.008771808169937383,15,97.8
"Barco, Hunter",PIT,FF,-0.0017352684736984686,83,99.1
"Barco, Hunter",PIT,FS,0.00113510139878296,12,99.9
"Barco, Hunter",PIT,SI,-0.0032389732742255243,60,98.3
"Barco, Hunter",PIT,SL,-0.00038029538754926764,40,96.7
"Barco, Hunter",PIT,ST,0.0003537991506163962,22,97.2
"Barlow, Scott",ATH,FF,-0.0018879675678363129,80,99.0
"Barlow, Scott",ATH,SI,-0.010963619135883127,73,90.0
"Barlow, Scott",ATH,SL,0.0004961198012876723,28,98.0
"Barlow, Scott",ATH,ST,0.006244405363351906,201,99.4
"Barlow, Scott",ATH,SV,0.0025976833050352336,199,95.6
"Barnes, Charlie",CHC,CH,-0.007250171171368233,7,99.1
"Barnes, Charlie",CHC,FF,-0.0014215975621482357,25,99.8
"Barnes, Charlie",CHC,SI,-0.011214013764401898,16,96.7
"Barnes, Charlie",CHC,SL,-0.010763552314529079,10,96.5
"Barnes, Charlie",CHC,ST,0.007944293291075155,4,100.1
"Barnes, Charlie",LAD,CH,0.00042825800604380976,24,99.9
"Barnes, Charlie",LAD,FF,-0.008354027917246439,36,95.3
"Barnes, Charlie",LAD,SI,-0.0038301619485719128,25,98.8
"Barnes, Charlie",LAD,SL,-0.0007168768535682995,22,97.8
"Barnes, Charlie",LAD,ST,0.0049952027620747685,12,99.6
"Barnett, Mason",ATH,CH,-0.0016985437832772732,6,99.8
"Barnett, Mason",ATH,CU,0.004537194844202272,35,101.5
"Barnett, Mason",ATH,FF,-0.004982847986179784,98,95.2
"Barnett, Mason",ATH,SL,0.008687869693205076,71,105.0
"Barnett, Mason",ATH,ST,0.012493815062043723,47,104.6
"Bassitt, Chris",BAL,CH,-0.00960523096628921,44,94.4
"Bassitt, Chris",BAL,CU,0.00841759778770179,229,110.9
"Bassitt, Chris",BAL,FC,-0.007200534598700156,223,88.6
"Bassitt, Chris",BAL,FF,-0.006576379611321566,41,96.1
"Bassitt, Chris",BAL,SI,-0.0024263293299744684,364,98.0
"Bassitt, Chris",BAL,SL,0.003821513726672327,22,99.9
"Bassitt, Chris",BAL,ST,0.007036423054159968,56,100.4
"Basso, Brady",ATH,CH,0.015100673461953798,3,100.7
"Basso, Brady",ATH,CU,-0.0020269195718521423,11,98.9
"Basso, Brady",ATH,FC,0.0017058827487863196,23,101.2
"Basso, Brady",ATH,FF,-0.0008040402948002642,33,100.1
"Basso, Brady",ATH,SI,-0.004818129946943373,5,99.6
"Basso, Brady",ATH,SL,0.00576815792274746,11,100.4
"Baumler, Carter",TEX,CU,0.0028918459865963086,56,100.6
"Baumler, Carter",TEX,FC,0.0020618654587971313,14,100.9
"Baumler, Carter",TEX,FF,-0.004136478725764065,39,97.9
"Baumler, Carter",TEX,SI,-0.0034607615671120584,8,99.6
"Baz, Shane",BAL,CH,-0.005051059996819071,124,94.3
"Baz, Shane",BAL,CU,0.005796175712560027,540,107.6
"Baz, Shane",BAL,FC,0.005596134055542342,290,112.4
"Baz, Shane",BAL,FF,0.0005397954183184047,571,103.0
"Baz, Shane",BAL,SI,-0.005670963830922388,108,94.5
"Bazardo, Eduard",SEA,FF,-0.0046272833133116364,3,99.7
"Bazardo, Eduard",SEA,FS,-0.0042472210589039605,16,98.5
"Bazardo, Eduard",SEA,SI,-0.0007134674829640563,381,101.3
"Bazardo, Eduard",SEA,ST,0.0062681178449700515,216,99.4
"Beck, Brendan",NYY,CU,-0.002190577293125292,3,99.7
"Beck, Brendan",NYY,FF,-0.004416629775126542,30,98.1
"Beck, Brendan",NYY,FS,-0.0037363627925515175,1,99.9
"Beck, Brendan",NYY,SL,0.001079342470297383,18,98.8
"Beck, Tristan",SFG,CU,0.0067604305740031935,9,100.9
"Beck, Tristan",SFG,FF,-0.002744907958288816,67,98.3
"Beck, Tristan",SFG,SL,0.007624719512144414,30,102.1
"Beck, Tristan",SFG,ST,0.009994583462280894,72,103.5
"Bednar, David",NYY,CU,0.0041879297165919455,134,102.8
"Bednar, David",NYY,FF,-0.0009149361758318264,248,100.0
"Bednar, David",NYY,FS,0.005147443613732401,229,104.5
"Beeks, Jalen",TEX,CH,-0.0056742625523492855,163,92.9
"Beeks, Jalen",TEX,FF,-0.0059123634274122145,207,92.0
"Beeks, Jalen",TEX,SL,-0.004054688308954339,37,94.3
"Beeter, Clayton",WSH,FF,-0.005220477503900003,222,93.0
"Beeter, Clayton",WSH,SL,0.0015987842782664843,185,95.8
"Bello, Brayan",BOS,CH,-0.0034747950990765917,183,95.1
"Bello, Brayan",BOS,CU,0.0009922463559846888,85,98.5
"Bello, Brayan",BOS,FF,-0.01700270162018569,64,85.1
"Bello, Brayan",BOS,SI,0.00041564591044582563,440,103.6
"Bello, Brayan",BOS,SL,0.0020059702082508915,161,96.7
"Bello, Brayan",BOS,ST,0.004571326116343872,105,97.4
"Bellozo, Valente",COL,CH,-0.007457949983466777,31,96.5
"Bellozo, Valente",COL,FC,-0.004787751369011135,39,97.1
"Bellozo, Valente",COL,FF,-0.006184742049741987,37,96.6
"Bellozo, Valente",COL,SI,-0.009576316907585255,19,96.8
"Bellozo, Valente",COL,ST,-0.005412197531424337,37,92.0
"Bellozo, Valente",COL,SV,-0.005408678536436388,7,97.9
"Bender, Anthony",MIA,CH,-0.015218811323090145,12,96.9
"Bender, Anthony",MIA,FF,-0.007485965717933141,8,98.8
"Bender, Anthony",MIA,SI,0.0008404591463281391,171,103.4
"Bender, Anthony",MIA,SL,0.004069112232696482,73,100.0
"Bender, Anthony",MIA,ST,0.020193552692336116,275,124.4
"Bennett, Jake",BOS,CH,-0.0019287627498467245,121,97.4
"Bennett, Jake",BOS,CU,-0.0011155485680016378,30,98.0
"Bennett, Jake",BOS,FF,-0.000538220873417364,164,100.6
"Bennett, Jake",BOS,SI,0.00025227123588785725,132,102.3
"Bennett, Jake",BOS,SL,0.0030506092589348555,15,99.7
"Bennett, Jake",BOS,SV,0.00484969235403696,20,100.1
"Bernardino, Brennan",COL,CH,-0.010864434551573746,48,93.3
"Bernardino, Brennan",COL,FC,-0.0051888602923581325,68,95.4
"Bernardino, Brennan",COL,FF,-0.0039781394433555045,43,97.8
"Bernardino, Brennan",COL,SI,-0.004433956649315747,221,94.8
"Bernardino, Brennan",COL,ST,0.0076887519272772235,174,101.7
"Bibee, Tanner",CLE,CH,-0.00974066851091493,256,86.5
"Bibee, Tanner",CLE,CU,0.0062599737524434255,151,106.1
"Bibee, Tanner",CLE,FF,-0.004090341780463623,354,94.1
"Bibee, Tanner",CLE,SI,0.00010371556645891274,373,102.9
"Bibee, Tanner",CLE,SL,0.007895600586405118,401,108.0
"Bibee, Tanner",CLE,ST,0.010044347929457824,60,103.2
"Bido, Osvaldo",ATL,CH,-0.010659326568367595,11,98.0
"Bido, Osvaldo",ATL,FC,-0.003500946950710689,15,99.1
"Bido, Osvaldo",ATL,FF,-0.0016345557287422707,48,99.5
"Bido, Osvaldo",ATL,SI,-0.0015359299963918225,29,99.9
"Bido, Osvaldo",ATL,SL,0.003242326609324664,34,99.5
"Bido, Osvaldo",ATL,ST,0.00429857399689758,18,99.1
"Bido, Osvaldo",CWS,CH,-0.014893917308654636,8,97.9
"Bido, Osvaldo",CWS,FC,-0.0014396045415196567,10,99.9
"Bido, Osvaldo",CWS,FF,-0.0005757936798747525,45,100.3
"Bido, Osvaldo",CWS,SI,0.0050243167400670545,36,104.2
"Bido, Osvaldo",CWS,SL,0.0045147598527061445,12,100.1
"Bido, Osvaldo",CWS,ST,0.008312119773643859,51,101.4
"Bidois, Brandan",PIT,CH,-0.003604659842411903,11,99.2
"Bidois, Brandan",PIT,FF,0.002392196809850748,178,105.1
"Bidois, Brandan",PIT,SL,0.012676172110332118,136,113.0
"Bieber, Shane",TOR,CH,0.0032964188206581944,24,100.9
"Bieber, Shane",TOR,CU,-0.00046853927571126927,28,98.5
"Bieber, Shane",TOR,FC,0.0006761633202485326,27,100.8
"Bieber, Shane",TOR,FF,-0.003962004775089692,66,97.1
"Bieber, Shane",TOR,SL,-0.00010536321100186218,22,98.0
"Bigge, Hunter",TBR,CU,-0.00043664563314190933,7,99.5
"Bigge, Hunter",TBR,FF,-0.0031114433833492835,157,96.8
"Bigge, Hunter",TBR,FS,-0.0031652578327339143,16,98.8
"Bigge, Hunter",TBR,SL,-0.005230325012693299,127,86.4
"Bird, Jake",NYY,CU,0.005895779643763314,57,103.4
"Bird, Jake",NYY,FF,-0.004819235808569037,62,96.5
"Bird, Jake",NYY,SI,-0.004311572757311903,156,95.6
"Bird, Jake",NYY,ST,0.013599042814291482,175,110.9
"Blach, Ty",CHC,CH,0.00016335809292892614,3,100.0
"Blach, Ty",CHC,SI,-0.0015804825264862494,19,99.9
"Blach, Ty",CHC,SL,0.007070111212669872,8,100.6
"Black, Mason",KCR,CH,-0.010363677654822823,16,97.3
"Black, Mason",KCR,CU,-0.0029343042406253517,14,98.4
"Black, Mason",KCR,FC,-0.014555325710680335,25,92.9
"Black, Mason",KCR,FF,-0.0007267899310681969,75,100.2
"Black, Mason",KCR,SI,-0.001719359143392247,87,99.6
"Black, Mason",KCR,SL,0.0035457486228551716,40,99.6
"Black, Mason",KCR,ST,0.003361999072072458,76,96.6
"Blackburn, Paul",NYY,CU,0.002702063787256594,74,100.5
"Blackburn, Paul",NYY,FC,-0.004887736795445225,159,93.6
"Blackburn, Paul",NYY,FF,-0.004703764620769236,14,98.9
"Blackburn, Paul",NYY,FS,-0.002303537490977602,92,96.6
"Blackburn, Paul",NYY,SI,-0.00611663453879363,177,92.5
"Blackburn, Paul",NYY,SL,0.007301281555555761,4,100.3
"Blackburn, Paul",NYY,ST,0.007036952564733163,31,100.2
"Blubaugh, AJ",HOU,CH,0.0009747058050147732,204,100.3
"Blubaugh, AJ",HOU,CU,-0.012571263933620815,14,95.4
"Blubaugh, AJ",HOU,FC,-0.004916662134586231,51,96.4
"Blubaugh, AJ",HOU,FF,-0.00024498976189207475,493,101.4
"Blubaugh, AJ",HOU,ST,0.007963230512364111,201,102.2
"Bolton, Cody",HOU,CH,-0.0015211993973935022,40,98.9
"Bolton, Cody",HOU,CU,0.002870038066960304,46,100.5
"Bolton, Cody",HOU,FC,0.0025957096989626966,94,104.3
"Bolton, Cody",HOU,FF,0.0008450925692618061,111,102.2
"Bolton, Cody",HOU,SI,0.002441303052667839,60,103.5
"Bolton, Cody",HOU,ST,0.011986431339755655,40,103.8
"Booser, Cam",TBR,CH,-0.03706379234790802,1,99.3
"Booser, Cam",TBR,FF,-0.0026459066231169183,79,98.2
"Booser, Cam",TBR,SL,0.006448710789509977,78,102.7
"Booser, Cam",TBR,ST,0.0037297894082525197,17,99.0
"Borucki, Ryan",SFG,FC,-0.009909164962462254,18,96.4
"Borucki, Ryan",SFG,FS,0.0010099446913227439,50,99.7
"Borucki, Ryan",SFG,SI,-0.004526932354442271,133,95.6
"Borucki, Ryan",SFG,SL,0.0015833366137580828,143,96.2
"Borucki, Ryan",SFG,ST,0.0009879186150750943,35,96.4
"Bowlan, Jonathan",PHI,CH,0.0005476016514493447,57,99.9
"Bowlan, Jonathan",PHI,CU,-0.006445332292059902,8,98.4
"Bowlan, Jonathan",PHI,FF,0.003195042359057341,196,106.5
"Bowlan, Jonathan",PHI,SI,0.004292155589449548,68,105.6
"Bowlan, Jonathan",PHI,SL,0.005276025777233632,70,101.3
"Bowlan, Jonathan",PHI,ST,0.0065407044526611295,53,99.9
"Boyd, Matthew",CHC,CH,0.002165022921326454,160,101.6
"Boyd, Matthew",CHC,CU,0.0010950802272418514,50,99.0
"Boyd, Matthew",CHC,FF,-0.0024686120746005894,297,97.3
"Boyd, Matthew",CHC,SL,-0.00010227359889540822,75,95.4
"Boyle, Joe",TBR,FF,-7.547633552194555e-05,53,100.7
"Boyle, Joe",TBR,FS,0.0023834477370411793,41,100.4
"Boyle, Joe",TBR,SI,0.0028365907468357863,49,103.4
"Boyle, Joe",TBR,SL,0.007069182926971243,87,103.7
"Boyle, Joe",TBR,ST,0.007275098948739469,25,100.3
"Bradish, Kyle",BAL,CU,0.010765026493950431,342,116.8
"Bradish, Kyle",BAL,FF,-0.0019883115407320078,284,98.1
"Bradish, Kyle",BAL,SI,-0.006271086836977183,526,89.9
"Bradish, Kyle",BAL,ST,0.01308732626404881,422,112.8
"Bradley, Taj",MIN,CU,-0.0041062392044549515,147,90.3
"Bradley, Taj",MIN,FF,0.0007063809358634456,747,103.5
"Bradley, Taj",MIN,FS,-0.008197480034414494,293,86.8
"Bradley, Taj",MIN,SL,0.004445462404818088,358,100.8
"Brash, Matt",SEA,CH,0.0006440310048804219,35,100.0
"Brash, Matt",SEA,FF,-0.004469137166324799,16,98.8
"Brash, Matt",SEA,SI,0.001348824868380854,55,102.4
"Brash, Matt",SEA,ST,0.010290786779594968,156,105.5
"Bratt, Mitch",ARI,FC,-0.0008191833961366987,12,100.0
"Bratt, Mitch",ARI,FF,-0.008011011395692116,21,97.1
"Bratt, Mitch",ARI,SI,0.0011262823609285988,4,100.2
"Bratt, Mitch",ARI,ST,0.002850352177012931,17,98.7
"Brazobán, Huascar",NYM,CH,0.0033312453683002354,266,103.4
"Brazobán, Huascar",NYM,FC,-0.003886541558636559,18,98.8
"Brazobán, Huascar",NYM,FF,-0.003622200888847666,28,98.6
"Brazobán, Huascar",NYM,SI,-0.0008902443901263987,316,100.9
"Brebbia, John",COL,CH,-0.014664995945557686,7,98.2
"Brebbia, John",COL,FF,0.003647773482559903,37,102.9
"Brebbia, John",COL,SL,0.007136716508668744,45,102.5
"Brebbia, John",COL,ST,0.010432671569287778,5,100.4
"Brieske, Beau",DET,CH,0.002128420970760859,13,100.3
"Brieske, Beau",DET,FF,0.002008525911570849,52,102.4
"Brieske, Beau",DET,SI,0.011542841758845108,14,103.9
"Brieske, Beau",DET,SL,0.00392690669440736,26,99.9
"Brogdon, Connor",CLE,CH,0.002463167590497161,103,101.6
"Brogdon, Connor",CLE,FC,0.002362506723147817,25,101.7
"Brogdon, Connor",CLE,FF,-0.0004097557332919001,129,100.7
"Brogdon, Connor",CLE,SV,0.0014268809463828802,9,99.1
"Brooks, Aaron",TBR,CH,-0.00588661152869463,1,99.9
"Brooks, Aaron",TBR,FF,-0.005769768513606063,7,99.2
"Brooks, Aaron",TBR,SI,-0.0008840623690048232,5,100.1
"Brooks, Aaron",TBR,SL,0.0004431247361935675,4,99.6
"Brown, Ben",CHC,CH,-0.0020160884717673375,60,98.2
"Brown, Ben",CHC,FF,-0.005659295208080845,371,91.1
"Brown, Ben",CHC,SI,-0.0022471727660853206,207,98.5
"Brown, Ben",CHC,SL,0.0038298009979873234,366,99.5
"Brown, Hunter",HOU,CH,0.006397227534431626,44,103.1
"Brown, Hunter",HOU,CU,0.008205477149587952,90,107.2
"Brown, Hunter",HOU,FF,0.0013763954719986894,151,103.3
"Brown, Hunter",HOU,SI,0.0026881340606457614,137,105.8
"Brown, Hunter",HOU,SL,0.004985899312343558,38,100.7
"Brubaker, JT",SFG,CH,-0.0016939916643493164,78,98.1
"Brubaker, JT",SFG,FF,-0.018012002241055203,37,89.0
"Brubaker, JT",SFG,SI,0.0003176089168420305,333,103.2
"Brubaker, JT",SFG,SL,0.004204772779825153,183,100.3
"Brubaker, JT",SFG,SV,-0.00047561620101309836,51,94.4
"Bruihl, Justin",STL,FC,-0.004694535818998702,12,98.9
"Bruihl, Justin",STL,FF,0.0016164800459670876,46,101.9
"Bruihl, Justin",STL,FS,-0.007875880082636805,70,92.9
"Bruihl, Justin",STL,SI,-0.0014632422645126566,309,99.8
"Bruihl, Justin",STL,ST,0.006267045811076968,250,99.4
"Brzykcy, Zach",MIA,CH,0.0011064340360462666,4,100.0
"Brzykcy, Zach",MIA,CU,-0.003213985066395253,4,99.5
"Brzykcy, Zach",MIA,FF,-0.0029386673821136357,20,99.2
"Brzykcy, Zach",MIA,SL,0.0006375483618202535,11,99.1
"Bubic, Kris",KCR,CH,0.0013017806213611038,160,100.6
